Price,Brand,Model,Color,Rating,ROM,RAM,Display (inch),Battery (mAh),Camera (MP),Processor,Voice Call,Display
999,G'Five,G'Five FLIP 1,nan,4.4,,,,,,,,1
20999,realme,realme 15T 5G,Flowing Silver,4.4,,,,,,,,
10499,OPPO,OPPO A3x 5G,Starlight White,4.6,128,6,,,,,,
12499,REDMI,REDMI 13 5G,Black Diamond,4.2,,,6.9,,,,,13
12738,REDMI,REDMI 13 5G,Black Diamond,4.1,,,,,,,,13
119900,Apple,Apple iPhone 16,Black Titanium,4.4,,,,7000,,,,16
23999,POCO,POCO X7 Pro,Obsidian Black,4.5,,,,,,,,
998,KARBONN,KARBONN Sparkle2 Dual,nan,4.5,,,,,,,,2
1699,Kechaoda,Kechaoda 888,nan,4.6,128,6,,,,,,888
15999,Tecno,Tecno Pova 7,Magic Silver,3.7,,,6.88,,,,,7
49999,MOTOROLA,MOTOROLA Razr 60,Gibraltar Sea,1,,,,,,,,60
13798,Samsung,Samsung Galaxy A16,Light Green,1,,,,5160,,,,
15999,realme,realme P3 5G,Nebula Pink,4.2,,,,,,,,
13999,Samsung,Samsung Galaxy F16,Vibing Blue,5,,,,,,,,
14999,Tecno,Tecno Pova Curve,Magic Silver,5,256,8,,,,,,
470,HOTLINE,HOTLINE AMAZE CLEAR,nan,4.5,,,6.67,,,,,32
12607,REDMI,REDMI 13 5G,Orchid Pink,5,,,,,,,,13
16999,realme,realme P3 5G,Nebula Pink,5,,,,5500,,,,
1255,Nokia,Nokia 105 Classic,nan,4.4,,,,,,,,105
998,Kechaoda,Kechaoda K33,nan,5,,,,,,,,
989,Kechaoda,Kechaoda K115,nan,1,128,8,,,,,,
14888,Samsung,Samsung M36 5G,Orange,4.6,,,6.79,,,,,
31999,Nothing,Nothing Phone,Pro,5,,,,,,,,
24700,OnePlus,OnePlus Nord CE5,Marble Mist,1,,,,5030,,,,
24885,OnePlus,OnePlus Nord CE5,Black Infinity,4,,,,,,,,
15100,REDMI,REDMI 15 5G,Midnight Black,4.2,128,6,,,,,,15
11999,Infinix,Infinix Note 50x,Breeze Green,4.5,,,6.67,,,,,
79999,Google,Google Pixel 10,Obsidian,4.6,,,,,,,,10
79999,Google,Google Pixel 10,Frost,4.2,,,,6000,,,,10
16995,REDMI,REDMI Note 14,Ivy Green,4.4,,,,,,,,14
889,Kechaoda,Kechaoda A27,nan,4.3,,,,,,,,
21000,IQOO,IQOO Z10R 5G,Moonstone,4.2,128,6,,,,,,
873,Kechaoda,Kechaoda A27,nan,4.6,,,6.74,,,,,
16999,Samsung,Samsung M36 5G,Orange,3.7,,,,,,,,
1992,MTOUCH,MTOUCH Z ROCK,nan,4.5,,,,6000,,,,2.4
79999,Google,Google Pixel 10,Indigo,4.2,,,,,,,,10
29999,MOTOROLA,MOTOROLA Edge 60,Pantone Walnut,4.4,,,,,,,,60
17999,POCO,POCO X7 5G,Cosmic Silver,4.4,4,4,,,,,,
10999,POCO,POCO M7 Plus,Chrome Silver,4.2,,,2.4,,,,,
16277,REDMI,REDMI 15 5G,Frosted White,4,,,,,,,,15
30999,POCO,POCO F7 5G,Frost White,4.3,,,,1450,,,,
989,Kechaoda,Kechaoda K33,nan,4.4,,,,,,,,
21979,OPPO,OPPO F27 Pro+,Dusk Pink,4.5,,,,,,,,
6699,Tecno,Tecno Spark Go,Ink Black,4.5,128,8,,,,,,2
6699,Tecno,Tecno Spark Go,Turquoise Green,4.5,,,6.6,,,,,2
9499,Tecno,Tecno Pop 9,Midnight Shadow,4.3,,,,,,,,9
1337,KARBONN,"KARBONN K2Stylo,Dual SIM",nan,4.3,,,,5000,,,,2.4
17999,POCO,POCO X7 5G,Yellow,4.5,,,,,,,,
22399,IQOO,IQOO Z10R 5G,Aquamarine,4.3,,,,,,,,
25999,OPPO,OPPO F31 5G,Midnight Blue,4,128,6,,,,,,
23999,OPPO,OPPO F31 5G,Bloom Red,1,,,6.78,,,,,
29999,realme,realme 14 Pro+,Pearl White,4.4,,,,,,,,14
20699,Samsung,Samsung M36 5G,Orange,5,,,,5500,,,,
6999,Tecno,Tecno Spark Go,Veil White,5,,,,,,,,2
6999,Tecno,Tecno Spark Go,Titanium Grey,4.4,,,,,,,,2
6999,Tecno,Tecno Spark Go,Ink Black,4,256,8,,,,,,2
6999,Tecno,Tecno Spark Go,Turquoise Green,3,,,6.67,,,,,2
16499,Samsung,Samsung Galaxy F36,Violet,4.4,,,,,,,,
14587,Samsung,Samsung M36 5G,Light Green,5,,,,7000,,,,
52999,Samsung,Samsung Galaxy S24,Onyx Black,5,,,,,,,,
499,G'Five,G'Five SHARK,nan,4.2,,,,,,,,
26999,realme,realme 14 Pro+,Suede Grey,4,,,,,,,,14
29540,IQOO,IQOO Neo 10R,Raging Blue,1,128,6,,,,,,
19979,OPPO,OPPO F29 5G,Glacier Blue,4.3,,,6.72,,,,,
27374,Samsung,Samsung Galaxy A55,Awesome Navy,4.3,,,,,,,,
998,Kechaoda,Kechaoda K115,nan,4.5,,,,6500,,,,
12499,REDMI,REDMI 13 5G,Black Diamond,4.5,,,,,,,,13
14446,REDMI,REDMI 15 5G,Sandy Purple,4.5,,,,,,,,15
16999,realme,realme P3 5G,Comet Grey,4.4,256,8,,,,,,
1495,Nokia,Nokia 105 Single,nan,4.2,,,6.77,,,,,105
1055,IAIR,IAIR Keypad Mobile,nan,4,,,,,,,,2800
12989,REDMI,REDMI 13 5G,Hawaiian Blue,4,,,,7300,,,,13
33999,Nothing,Nothing Phone,Pro,4.3,,,,,,,,
24816,OnePlus,OnePlus Nord CE5,Nexus Blue,3.8,,,,,,,,
18999,Infinix,Infinix Note 50s,Burgundy Red,4.2,128,6,,,,,,
16999,Infinix,Infinix Note 50s,Burgundy Red,4.4,,,6.7,,,,,
16999,Infinix,Infinix Note 50s,Marine Drift,4.4,,,,,,,,
10897,Samsung,Samsung M06 5G,Sage Green,4.4,,,,5000,,,,
1532,UiSmart,UiSmart Ui-06,nan,4.4,,,,,,,,06
102170,Samsung,Samsung Galaxy S25,Titanium Silverblue,4.2,,,,,,,,
8902,Samsung,Samsung Galaxy A06,Black,4.4,128,4,,,,,,
35499,OnePlus,OnePlus Nord 5,Marble Sands,4,,,6.88,,,,,5
20999,Samsung,Samsung Galaxy M56,Light Green,4.1,,,,,,,,
20999,Motorola,Motorola Edge 50,Marshmallow Blue,4.2,,,,5160,,,,50
52999,Samsung,Samsung Galaxy S24,Marble Gray,4.5,,,,,,,,
16494,REDMI,REDMI Note 14,Titan Black,4.6,,,,,,,,14
499,G'Five,G'Five SHARK,nan,4.5,128,6,,,,,,
1174,hmd,hmd 105 Dual,nan,4.2,,,6.72,,,,,105
109900,Apple,Apple iPhone 16,Black Titanium,5,,,,,,,,16
975,Kechaoda,Kechaoda K115,nan,5,,,,6000,,,,
1055,IAIR,IAIR Keypad Mobile,nan,4.6,,,,,,,,2800
899,IAIR,IAIR S10 Dual,nan,5,,,,,,,,2.4
87242,Samsung,Samsung Galaxy S24,Titanium Violet,5,128,6,,,,,,
29999,Nothing,Nothing Phone,Pro,4,,,6.7,,,,,
7499,Moto,Moto g06 power,Laurel Oak,5,,,,,,,,
9990,OPPO,OPPO A3x 5G,Sparkle Black,4,,,,5000,,,,
599,HOTLINE,HOTLINE ZEUS 50,nan,4.5,,,,,,,,50
21999,realme,realme P3 Ultra,Orion Red,5,,,,,,,,
13499,Infinix,Infinix Note 50x,Titanium Grey,3,128,6,,,,,,
21999,realme,realme P3 Ultra,Lunar White,4.4,,,6.74,,,,,
23999,realme,realme P3 Ultra,Neptune Blue,5,,,,,,,,
13999,POCO,POCO M7 Pro,Lunar Dust,5,,,,6300,,,,
47999,Samsung,Samsung Galaxy S24,Amber Yellow,4,,,,,,,,
37557,MOTOROLA,MOTOROLA Razr 50,Beach Sand,3.9,128,6,,,,,,50
27999,OPPO,OPPO RENO 13,LUMINOUS BLUE,4.3,,,6.67,,,,,13
36999,IQOO,IQOO Neo 10,Titanium Chrome,4.5,,,,,,,,10
10499,Infinix,Infinix Hot 60,Caramel Glow,4.2,,,,6000,,,,60
10499,Infinix,Infinix Hot 60,Tundra Green,4.2,,,,,,,,60
10499,Infinix,Infinix Hot 60,Sleek Black,4.6,,,,,,,,60
10499,Infinix,Infinix Hot 60,Shadow Blue,4.4,32,32,,,,,,60
134900,Apple,Apple iPhone 16,Desert Titanium,3.9,,,2.8,,,,,16
1495,Nokia,Nokia 105 Single,nan,4.7,,,,,,,,105
1429,MOTOROLA,MOTOROLA Moto A300,nan,4.2,,,,1900,,,,
15999,POCO,POCO X7 5G,Glacier Green,4.5,,,,,,,,
19475,Samsung,Samsung M36 5G,Serene Green,4.5,,,,,,,,
49999,MOTOROLA,MOTOROLA Razr 60,Spring Bud,4.2,256,8,,,,,,60
36800,IQOO,IQOO Neo 10,Inferno Red,4,,,6.67,,,,,10
5999,Ai+,Ai+ Pulse,Purple,4.3,,,,,,,,
599,HOTLINE,HOTLINE ZEUS 50,nan,4,,,,5500,,,,50
41999,Google,Google Pixel 8a,Obsidian,4.2,,,,,,,,
14033,Samsung,Samsung Galaxy A16,Blue Black,4.5,,,,,,,,
975,Kechaoda,Kechaoda K115,nan,4.3,128,8,,,,,,
33999,Nothing,Nothing Phone,Pro,4.1,,,6.7,,,,,
87245,Samsung,Samsung Galaxy S24,Titanium Violet,3.9,,,,,,,,
20270,IQOO,IQOO Z10 5G,Silver,4.1,,,,6720,,,,
109900,Apple,Apple iPhone 16,Natural Titanium,4.4,,,,,,,,16
9564,REDMI,REDMI 14C 5G,Starlight Blue,4.5,,,,,,,,
999,G'Five,G'Five FLIP 1,nan,5,64,4,,,,,,1
20999,realme,realme 15T 5G,Flowing Silver,5,,,6.745,,,,,
1490,itel,itel it5262,nan,4.2,,,,,,,,
1449,Motorola,Motorola Moto A10E,nan,4,,,,5000,,,,
169900,Apple,Apple iPhone 17,Deep Blue,5,,,,,,,,17
12499,REDMI,REDMI 13 5G,Black Diamond,4.5,,,,,,,,13
12738,REDMI,REDMI 13 5G,Black Diamond,5,128,8,,,,,,13
10499,OPPO,OPPO A3x 5G,Starlight White,3,,,6.79,,,,,
15999,Tecno,Tecno Pova 7,Magic Silver,4.5,,,,,,,,7
19999,Tecno,Tecno Pova Slim,Sky Blue,5,,,,5030,,,,
1699,Kechaoda,Kechaoda 888,nan,4,,,,,,,,888
119900,Apple,Apple iPhone 16,Black Titanium,4.4,,,,,,,,16
998,KARBONN,KARBONN Sparkle2 Dual,nan,4,128,8,,,,,,2
23999,POCO,POCO X7 Pro,Obsidian Black,3,,,6.67,,,,,
15999,realme,realme P3 5G,Nebula Pink,4.3,,,,,,,,
13798,Samsung,Samsung Galaxy A16,Light Green,4.4,,,,5500,,,,
10349,LAVA,LAVA Storm Play,Frosty Blue,4.4,,,,,,,,
6999,Ai+,Ai+ Pulse,Black,4.4,,,,,,,,
49999,MOTOROLA,MOTOROLA Razr 60,Gibraltar Sea,4.2,128,6,,,,,,60
12607,REDMI,REDMI 13 5G,Orchid Pink,4.2,,,6.67,,,,,13
16999,realme,realme P3 5G,Nebula Pink,4.2,,,,,,,,
18499,realme,realme P3 5G,Space Silver,4,,,,5110,,,,
34399,realme,realme Gt 7,Icesense Blue,4.2,,,,,,,,7
470,HOTLINE,HOTLINE AMAZE CLEAR,nan,4,,,,,,,,32
14999,Tecno,Tecno Pova Curve,Magic Silver,4.4,128,4,,,,,,
13999,Samsung,Samsung Galaxy F16,Vibing Blue,4.4,,,6.67,,,,,
10588,REDMI,REDMI 14C 5G,Stargaze Black,4.4,,,,,,,,
974,Kechaoda,Kechaoda K115,nan,4.2,,,,6000,,,,
20999,Motorola,Motorola Edge 50,Forest Blue,4.2,,,,,,,,50
944,itel,itel Ace 3,nan,4.3,,,,,,,,3
28466,IQOO,IQOO Neo 10R,Raging Blue,3.7,256,12,,,,,,
18999,Infinix,Infinix Note 50s,Marine Drift,4.2,,,6.67,,,,,
10260,Samsung,Samsung Galaxy A06,Light Gray,4.4,,,,,,,,
12499,OPPO,OPPO A5x 5G,Laser White,4.2,,,,5500,,,,
9999,Tecno,Tecno Spark Go,Sky Blue,4.1,,,,,,,,
11717,realme,realme Narzo 80x,Sunlit Gold,4.4,,,,,,,,
666,GFive,GFive A98,nan,4.1,,,,,,,,
18499,realme,realme P3 5G,Nebula Pink,4.3,128,6,,,,,,
13999,OPPO,OPPO A5x 5G,Laser White,4.4,,,6.67,,,,,
1300,KARBONN,"KARBONN K2Stylo,Dual SIM",nan,4,,,,,,,,2.4
14999,Tecno,Tecno Pova Curve,Neon Cyan,1,,,,5110,,,,
15999,realme,realme P3 5G,Space Silver,4.2,,,,,,,,
889,Kechaoda,Kechaoda A26,nan,4,,,,,,,,
599,HOTLINE,HOTLINE Power,nan,5,128,8,,,,,,
16999,Tecno,Tecno Pova Curve,Geek Black,4.3,,,6.67,,,,,
998,Kechaoda,Kechaoda K200,nan,4,,,,,,,,
20999,realme,realme 15T 5G,Silk Blue,1,,,,5500,,,,
18998,REDMI,REDMI Note 14,Ivy Green,4.4,,,,,,,,14
22999,realme,realme 15T 5G,Suit Titanium,5,,,,,,,,
11999,Motorola,Motorola g45 5G,Dahlia Purple,4,256,8,,,,,,
15170,REDMI,REDMI Note 14,Titan Black,4.4,,,6.7,,,,,14
19588,OPPO,OPPO F29 5G,Solid Purple,5,,,,,,,,
22399,IQOO,IQOO Z10R 5G,Aquamarine,1,,,,6000,,,,
23999,OPPO,OPPO F31 5G,Bloom Red,3.1,,,,,,,,
25999,OPPO,OPPO F31 5G,Midnight Blue,3.4,,,,,,,,
6999,Ai+,Ai+ Pulse,Blue,4.3,128,8,,,,,,
799,Jio,Jio Jiobharat JBV191M2,nan,4.3,,,6.77,,,,,
1337,KARBONN,"KARBONN K2Stylo,Dual SIM",nan,3.7,,,,,,,,2.4
17999,POCO,POCO X7 5G,Yellow,4.1,,,,5700,,,,
21979,OPPO,OPPO F27 Pro+,Dusk Pink,4.4,,,,,,,,
9499,Tecno,Tecno Pop 9,Midnight Shadow,4.1,,,,,,,,9
6699,Tecno,Tecno Spark Go,Turquoise Green,4,128,8,,,,,,2
6699,Tecno,Tecno Spark Go,Ink Black,4.3,,,6.9,,,,,2
499,G'Five,G'Five SHARK,nan,4.2,,,,,,,,
16499,Samsung,Samsung Galaxy F36,Violet,4.2,,,,7000,,,,
14587,Samsung,Samsung M36 5G,Light Green,4.3,,,,,,,,
52999,Samsung,Samsung Galaxy S24,Onyx Black,4.4,,,,,,,,
29999,realme,realme 14 Pro+,Pearl White,3.8,128,6,,,,,,14
6999,Tecno,Tecno Spark Go,Veil White,4.4,,,6.78,,,,,2
6999,Tecno,Tecno Spark Go,Titanium Grey,4.1,,,,,,,,2
20699,Samsung,Samsung M36 5G,Orange,4.2,,,,5500,,,,
6999,Tecno,Tecno Spark Go,Turquoise Green,4.6,,,,,,,,2
6999,Tecno,Tecno Spark Go,Ink Black,4.2,,,,,,,,2
998,Kechaoda,Kechaoda K115,nan,4.7,128,6,,,,,,
7999,POCO,POCO M7 5G,Satin Black,4.5,,,6.78,,,,,
37999,MOTOROLA,MOTOROLA Edge 60,Sparkling Grape,4.7,,,,,,,,60
19979,OPPO,OPPO F29 5G,Glacier Blue,3.6,,,,5500,,,,
27374,Samsung,Samsung Galaxy A55,Awesome Navy,4.4,,,,,,,,
26999,realme,realme 14 Pro+,Suede Grey,4,,,,,,,,14
29540,IQOO,IQOO Neo 10R,Raging Blue,1,128,8,,,,,,
998,Kechaoda,Kechaoda K33,nan,3.7,,,6.67,,,,,
25999,MOTOROLA,MOTOROLA Edge 60,PANTONE Shamrock,5,,,,,,,,60
39999,Xiaomi,Xiaomi 14 CIVI,Cruise Blue,1,,,,5500,,,,14
